candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
GLD + XLE,commodity_energy|gold,PASS,PASS,30.0,3000000.0,2865264.691006,134735.308994,"{""GLD"": 2, ""XLE"": 18}",2,0.356086,0.302561,-0.345884,-0.270044,-0.05089,-0.043247,0.285314,0.297737,0.717,0.8849,-0.000878,-0.000863,0.144387,0.184697,0.515375,0.507775,15.031512,21.926419,15.018198,1.6e-05,-0.04031,0.0076,0.0076,0.167901,23.417134,3906806842509.893,0.015881,0.705782,0.41854,0.395569,0.845487,0.784367,0.393747,"Sharpe 개선, 유동성 양호, MDD 개선","{""USO"": 76.9231, ""GLD"": 10.7663, ""XLE"": 11.2742, ""__CASH__"": 1.0364}"
GLD + IEF,bond|gold,PASS,PASS,30.0,3000000.0,2811958.066072,188041.933928,"{""GLD"": 2, ""IEF"": 10}",2,0.356086,0.282714,-0.345884,-0.262035,-0.05089,-0.040207,0.285314,0.269859,0.717,0.848418,-0.000878,-0.000715,0.144387,0.185247,0.515375,0.441856,20.605364,24.242008,20.993,0.000163,-0.04086,0.073519,0.073519,0.131418,18.328916,1255579678910.7893,0.854326,0.941952,0.7207,1.0,0.633541,0.247542,0.807276,"노출(beta/corr) 감소, MDD 개선, CVaR 개선","{""USO"": 76.9231, ""GLD"": 10.7663, ""IEF"": 10.8641, ""__CASH__"": 1.4465}"
GLD + TLT,bond|gold,PASS,PASS,30.0,3000000.0,2821740.68008,178259.31992,"{""GLD"": 2, ""TLT"": 11}",2,0.356086,0.281545,-0.345884,-0.263207,-0.05089,-0.04001,0.285314,0.264382,0.717,0.832483,-0.000878,-0.000787,0.144387,0.18854,0.515375,0.44263,20.933452,23.903041,21.379549,9.1e-05,-0.044153,0.072745,0.072745,0.115483,16.106466,4971757120341.5625,0.908571,0.90738,0.572411,0.992902,0.540966,1.0,0.817345,"유동성 양호, 노출(beta/corr) 감소, CVaR 개선","{""USO"": 76.9231, ""GLD"": 10.7663, ""TLT"": 10.9394, ""__CASH__"": 1.3712}"
GLD + SHY,bond|gold,PASS,PASS,30.0,3000000.0,2853314.686337,146685.313663,"{""GLD"": 2, ""SHY"": 12}",2,0.356086,0.283762,-0.345884,-0.26279,-0.05089,-0.040403,0.285314,0.27323,0.717,0.857161,-0.000878,-0.000694,0.144387,0.185979,0.515375,0.443396,20.310786,24.023556,20.607711,0.000185,-0.041592,0.07198,0.07198,0.140162,19.54835,534241832039.15826,0.800258,0.919672,0.764345,0.985884,0.684335,0.101485,0.78899,"노출(beta/corr) 감소, MDD 개선, CVaR 개선","{""USO"": 76.9231, ""GLD"": 10.7663, ""SHY"": 11.1822, ""__CASH__"": 1.1283}"
GLD + XLV,defensive|gold,PASS,PASS,30.0,3000000.0,2745324.600381,254675.399619,"{""GLD"": 2, ""XLV"": 6}",2,0.356086,0.283691,-0.345884,-0.260351,-0.05089,-0.040504,0.285314,0.281374,0.717,0.886083,-0.000878,-0.000648,0.144387,0.199807,0.515375,0.48811,20.330801,24.728918,20.409429,0.00023,-0.05542,0.027265,0.027265,0.169084,23.582096,2989320532229.1396,0.772433,0.991613,0.857365,0.575883,0.852358,0.598593,0.812901,"MDD 개선, Stress 방어, Sharpe 개선","{""USO"": 76.9231, ""GLD"": 10.7663, ""XLV"": 10.3515, ""__CASH__"": 1.959}"
GLD + ETH-USD,crypto|gold,FAIL,FAIL: 예산 부족 - ETH-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLP,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLE,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + IEF,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + TLT,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + SHY,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLV,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,30.0,3000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
DBC + XLU,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,30.0,3000000.0,2927416.923984,72583.076016,"{""DBC"": 37, ""XLU"": 21}",2,0.356086,0.300594,-0.345884,-0.29383,-0.05089,-0.043157,0.285314,0.273715,0.717,0.810779,-0.000878,-0.000993,0.144387,0.183503,0.515375,0.503268,15.583978,15.049555,15.195207,-0.000115,-0.039116,0.012108,0.012108,0.09378,13.07946,33038140663.32702,0.040721,0.0044,0.151508,0.436899,0.414878,0.0,0.130612,"노출(beta/corr) 감소, Sharpe 개선, Stress 방어","{""USO"": 76.9231, ""DBC"": 11.504, ""XLU"": 11.0146, ""__CASH__"": 0.5583}"
