candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
IAU + BTC-USD + DBC,commodity_energy|crypto|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + BTC-USD + XLU,crypto|defensive|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + BTC-USD + XLP,crypto|defensive|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + BTC-USD + XLE,commodity_energy|crypto|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + BTC-USD + IEF,bond|crypto|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + BTC-USD + TLT,bond|crypto|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + BTC-USD + SHY,bond|crypto|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + BTC-USD + XLV,crypto|defensive|gold,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IAU + USO + DBC,commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1840018.644505,159981.355495,"{""IAU"": 4, ""USO"": 4, ""DBC"": 16}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""DBC"": 4.9747, ""__CASH__"": 1.2306}"
IAU + USO + XLU,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1806980.21514,193019.78486,"{""IAU"": 4, ""USO"": 4, ""XLU"": 9}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""XLU"": 4.7206, ""__CASH__"": 1.4848}"
IAU + USO + XLP,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1820980.542205,179019.457795,"{""IAU"": 4, ""USO"": 4, ""XLP"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""XLP"": 4.8282, ""__CASH__"": 1.3771}"
IAU + USO + XLE,commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1844704.924981,155295.075019,"{""IAU"": 4, ""USO"": 4, ""XLE"": 8}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""XLE"": 5.0107, ""__CASH__"": 1.1946}"
IAU + USO + IEF,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1758242.65304,241757.34696,"{""IAU"": 4, ""USO"": 4, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""IEF"": 4.3456, ""__CASH__"": 1.8597}"
IAU + USO + TLT,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1839725.743189,160274.256811,"{""IAU"": 4, ""USO"": 4, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""TLT"": 4.9724, ""__CASH__"": 1.2329}"
IAU + USO + SHY,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1799013.49264,200986.50736,"{""IAU"": 4, ""USO"": 4, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""SHY"": 4.6593, ""__CASH__"": 1.5461}"
IAU + USO + XLV,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1641875.839855,358124.160145,"{""IAU"": 4, ""USO"": 4, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""USO"": 4.7701, ""XLV"": 3.4505, ""__CASH__"": 2.7548}"
IAU + DBC + XLU,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1833574.983955,166425.016045,"{""IAU"": 4, ""DBC"": 16, ""XLU"": 9}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""DBC"": 4.9747, ""XLU"": 4.7206, ""__CASH__"": 1.2802}"
IAU + DBC + XLP,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1847575.31102,152424.68898,"{""IAU"": 4, ""DBC"": 16, ""XLP"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""DBC"": 4.9747, ""XLP"": 4.8282, ""__CASH__"": 1.1725}"
IAU + DBC + XLE,commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1871299.693797,128700.306203,"{""IAU"": 4, ""DBC"": 16, ""XLE"": 8}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""DBC"": 4.9747, ""XLE"": 5.0107, ""__CASH__"": 0.99}"
IAU + DBC + IEF,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1784837.421856,215162.578144,"{""IAU"": 4, ""DBC"": 16, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""DBC"": 4.9747, ""IEF"": 4.3456, ""__CASH__"": 1.6551}"
IAU + DBC + TLT,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1866320.512004,133679.487996,"{""IAU"": 4, ""DBC"": 16, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""DBC"": 4.9747, ""TLT"": 4.9724, ""__CASH__"": 1.0283}"
IAU + DBC + SHY,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1825608.261455,174391.738545,"{""IAU"": 4, ""DBC"": 16, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""DBC"": 4.9747, ""SHY"": 4.6593, ""__CASH__"": 1.3415}"
IAU + DBC + XLV,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1668470.608671,331529.391329,"{""IAU"": 4, ""DBC"": 16, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""DBC"": 4.9747, ""XLV"": 3.4505, ""__CASH__"": 2.5502}"
IAU + XLU + XLP,defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1814536.881655,185463.118345,"{""IAU"": 4, ""XLU"": 9, ""XLP"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLU"": 4.7206, ""XLP"": 4.8282, ""__CASH__"": 1.4266}"
IAU + XLU + XLE,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1838261.264431,161738.735569,"{""IAU"": 4, ""XLU"": 9, ""XLE"": 8}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLU"": 4.7206, ""XLE"": 5.0107, ""__CASH__"": 1.2441}"
IAU + XLU + IEF,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1751798.99249,248201.00751,"{""IAU"": 4, ""XLU"": 9, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLU"": 4.7206, ""IEF"": 4.3456, ""__CASH__"": 1.9092}"
IAU + XLU + TLT,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1833282.082639,166717.917361,"{""IAU"": 4, ""XLU"": 9, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLU"": 4.7206, ""TLT"": 4.9724, ""__CASH__"": 1.2824}"
IAU + XLU + SHY,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1792569.83209,207430.16791,"{""IAU"": 4, ""XLU"": 9, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLU"": 4.7206, ""SHY"": 4.6593, ""__CASH__"": 1.5956}"
IAU + XLU + XLV,defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1635432.179305,364567.820695,"{""IAU"": 4, ""XLU"": 9, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLU"": 4.7206, ""XLV"": 3.4505, ""__CASH__"": 2.8044}"
IAU + XLP + XLE,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1852261.591496,147738.408504,"{""IAU"": 4, ""XLP"": 5, ""XLE"": 8}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLP"": 4.8282, ""XLE"": 5.0107, ""__CASH__"": 1.1364}"
IAU + XLP + IEF,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1765799.319555,234200.680445,"{""IAU"": 4, ""XLP"": 5, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLP"": 4.8282, ""IEF"": 4.3456, ""__CASH__"": 1.8015}"
IAU + XLP + TLT,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1847282.409704,152717.590296,"{""IAU"": 4, ""XLP"": 5, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLP"": 4.8282, ""TLT"": 4.9724, ""__CASH__"": 1.1748}"
IAU + XLP + SHY,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1806570.159155,193429.840845,"{""IAU"": 4, ""XLP"": 5, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLP"": 4.8282, ""SHY"": 4.6593, ""__CASH__"": 1.4879}"
IAU + XLP + XLV,defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1649432.50637,350567.49363,"{""IAU"": 4, ""XLP"": 5, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLP"": 4.8282, ""XLV"": 3.4505, ""__CASH__"": 2.6967}"
IAU + XLE + IEF,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1789523.702332,210476.297668,"{""IAU"": 4, ""XLE"": 8, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLE"": 5.0107, ""IEF"": 4.3456, ""__CASH__"": 1.619}"
IAU + XLE + TLT,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1871006.79248,128993.20752,"{""IAU"": 4, ""XLE"": 8, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLE"": 5.0107, ""TLT"": 4.9724, ""__CASH__"": 0.9923}"
IAU + XLE + SHY,bond|commodity_energy|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1830294.541931,169705.458069,"{""IAU"": 4, ""XLE"": 8, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLE"": 5.0107, ""SHY"": 4.6593, ""__CASH__"": 1.3054}"
IAU + XLE + XLV,commodity_energy|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1673156.889147,326843.110853,"{""IAU"": 4, ""XLE"": 8, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""XLE"": 5.0107, ""XLV"": 3.4505, ""__CASH__"": 2.5142}"
IAU + IEF + TLT,bond|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1784544.520539,215455.479461,"{""IAU"": 4, ""IEF"": 4, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""IEF"": 4.3456, ""TLT"": 4.9724, ""__CASH__"": 1.6573}"
IAU + IEF + SHY,bond|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1743832.26999,256167.73001,"{""IAU"": 4, ""IEF"": 4, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""IEF"": 4.3456, ""SHY"": 4.6593, ""__CASH__"": 1.9705}"
IAU + IEF + XLV,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1586694.617206,413305.382794,"{""IAU"": 4, ""IEF"": 4, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""IEF"": 4.3456, ""XLV"": 3.4505, ""__CASH__"": 3.1793}"
IAU + TLT + SHY,bond|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1825315.360139,174684.639861,"{""IAU"": 4, ""TLT"": 5, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""TLT"": 4.9724, ""SHY"": 4.6593, ""__CASH__"": 1.3437}"
IAU + TLT + XLV,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1668177.707354,331822.292646,"{""IAU"": 4, ""TLT"": 5, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""TLT"": 4.9724, ""XLV"": 3.4505, ""__CASH__"": 2.5525}"
IAU + SHY + XLV,bond|defensive|gold,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1627465.456805,372534.543195,"{""IAU"": 4, ""SHY"": 5, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""IAU"": 4.4092, ""SHY"": 4.6593, ""XLV"": 3.4505, ""__CASH__"": 2.8657}"
GLD + BTC-USD + USO,commodity_energy|crypto|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + DBC,commodity_energy|crypto|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + XLU,crypto|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + XLP,crypto|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + XLE,commodity_energy|crypto|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + IEF,bond|crypto|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + TLT,bond|crypto|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + SHY,bond|crypto|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + BTC-USD + XLV,crypto|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + DBC,commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + XLU,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + XLP,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + XLE,commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + IEF,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + TLT,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + SHY,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + USO + XLV,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + DBC + XLU,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + DBC + XLP,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + DBC + XLE,commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + DBC + IEF,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + DBC + TLT,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + DBC + SHY,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + DBC + XLV,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLU + XLP,defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLU + XLE,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLU + IEF,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
