candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
BTC-USD + USO + XLE + XLV,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.194202,-0.190808,-0.178655,-0.025448,-0.024336,0.373135,0.360081,1.673272,1.699683,-0.000273,-9.9e-05,0.162454,0.251711,0.760965,0.7596,5.299081,6.368849,4.367457,0.000174,-0.089258,0.001366,0.001366,0.026411,1.578377,1970411033369.56,0.20243,0.565203,0.382702,0.220885,0.484915,0.164776,0.33925,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""USO"": 2.5, ""XLE"": 2.5, ""XLV"": 2.5}"
BTC-USD + USO + IEF + TLT,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.190761,-0.190808,-0.180202,-0.025448,-0.023739,0.373135,0.349992,1.673272,1.677452,-0.000273,-0.000101,0.162454,0.243155,0.760965,0.733884,6.976965,5.558079,6.716283,0.000172,-0.080701,0.027082,0.027082,0.004179,0.249773,1255579678910.7893,0.292523,0.551525,0.381387,0.342163,0.449138,0.103979,0.373295,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""USO"": 2.5, ""IEF"": 2.5, ""TLT"": 2.5}"
BTC-USD + USO + IEF + SHY,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.190895,-0.190808,-0.177811,-0.025448,-0.023776,0.373135,0.351163,1.673272,1.682404,-0.000273,-8.6e-05,0.162454,0.242031,0.760965,0.733968,6.911317,6.811296,6.568223,0.000187,-0.079577,0.026997,0.026997,0.009132,0.545736,534241832039.15826,0.286844,0.572668,0.389897,0.341767,0.457108,0.042628,0.374927,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""USO"": 2.5, ""IEF"": 2.5, ""SHY"": 2.5}"
BTC-USD + USO + IEF + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191976,-0.190808,-0.179884,-0.025448,-0.023957,0.373135,0.35344,1.673272,1.684795,-0.000273,-7.2e-05,0.162454,0.251156,0.760965,0.745372,6.384504,5.724978,5.857043,0.000201,-0.088702,0.015594,0.015594,0.011523,0.688637,1255579678910.7893,0.259566,0.55434,0.397946,0.287986,0.460956,0.103979,0.361398,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""USO"": 2.5, ""IEF"": 2.5, ""XLV"": 2.5}"
BTC-USD + USO + TLT + SHY,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.190812,-0.190808,-0.178665,-0.025448,-0.023744,0.373135,0.350413,1.673272,1.679204,-0.000273,-9.9e-05,0.162454,0.243212,0.760965,0.734079,6.951796,6.363701,6.693752,0.000175,-0.080759,0.026886,0.026886,0.005932,0.354521,534241832039.15826,0.291659,0.565116,0.382751,0.341242,0.451958,0.042628,0.373106,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""USO"": 2.5, ""TLT"": 2.5, ""SHY"": 2.5}"
BTC-USD + USO + TLT + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191895,-0.190808,-0.180736,-0.025448,-0.02392,0.373135,0.352688,1.673272,1.681583,-0.000273,-8.4e-05,0.162454,0.252338,0.760965,0.745483,6.423726,5.278623,6.001712,0.000189,-0.089884,0.015482,0.015482,0.00831,0.496656,1970411033369.56,0.265115,0.54681,0.3908,0.287461,0.455786,0.164776,0.362876,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""USO"": 2.5, ""TLT"": 2.5, ""XLV"": 2.5}"
BTC-USD + USO + SHY + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.192053,-0.190808,-0.178367,-0.025448,-0.023979,0.373135,0.353855,1.673272,1.686278,-0.000273,-6.9e-05,0.162454,0.251197,0.760965,0.745567,6.346748,6.519985,5.771068,0.000204,-0.088744,0.015398,0.015398,0.013006,0.777281,534241832039.15826,0.256268,0.567753,0.39931,0.287064,0.463343,0.042628,0.360279,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""USO"": 2.5, ""SHY"": 2.5, ""XLV"": 2.5}"
BTC-USD + DBC + XLU + XLP,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191915,-0.190808,-0.183293,-0.025448,-0.023955,0.373135,0.35517,1.673272,1.694345,-0.000273,-0.000174,0.162454,0.251493,0.760965,0.748641,6.414315,3.938587,5.86509,9.9e-05,-0.08904,0.012325,0.012325,0.021073,1.259363,33038140663.32702,0.259874,0.524202,0.340256,0.272569,0.476325,0.0,0.338737,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLU"": 2.5, ""XLP"": 2.5}"
BTC-USD + DBC + XLU + XLE,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.193226,-0.190808,-0.180748,-0.025448,-0.024149,0.373135,0.358784,1.673272,1.701555,-0.000273,-0.000171,0.162454,0.249468,0.760965,0.75423,5.775089,5.271973,5.101958,0.000102,-0.087014,0.006735,0.006735,0.028283,1.690264,33038140663.32702,0.230603,0.546698,0.341988,0.246208,0.487928,0.0,0.331862,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLU"": 2.5, ""XLE"": 2.5}"
BTC-USD + DBC + XLU + IEF,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191079,-0.190808,-0.182074,-0.025448,-0.023794,0.373135,0.352125,1.673272,1.68582,-0.000273,-0.000144,0.162454,0.248793,0.760965,0.740002,6.821684,4.577101,6.496664,0.000129,-0.086339,0.020963,0.020963,0.012548,0.749907,33038140663.32702,0.2841,0.534975,0.357232,0.313309,0.462606,0.0,0.355468,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLU"": 2.5, ""IEF"": 2.5}"
BTC-USD + DBC + XLU + TLT,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191013,-0.190808,-0.182891,-0.025448,-0.023762,0.373135,0.35137,1.673272,1.682451,-0.000273,-0.000156,0.162454,0.24995,0.760965,0.740114,6.853906,4.149006,6.623558,0.000117,-0.087497,0.020852,0.020852,0.009178,0.548534,33038140663.32702,0.288967,0.527752,0.350086,0.312784,0.457183,0.0,0.353703,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLU"": 2.5, ""TLT"": 2.5}"
BTC-USD + DBC + XLU + SHY,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191145,-0.190808,-0.180588,-0.025448,-0.023811,0.373135,0.352543,1.673272,1.687424,-0.000273,-0.000141,0.162454,0.248849,0.760965,0.740198,6.789458,5.356259,6.431909,0.000132,-0.086395,0.020768,0.020768,0.014152,0.845744,33038140663.32702,0.281616,0.54812,0.358597,0.312387,0.465186,0.0,0.357666,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLU"": 2.5, ""SHY"": 2.5}"
BTC-USD + DBC + XLU + XLV,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.192265,-0.190808,-0.182775,-0.025448,-0.023998,0.373135,0.354812,1.673272,1.689398,-0.000273,-0.000127,0.162454,0.257978,0.760965,0.751601,6.243627,4.209697,5.695215,0.000146,-0.095524,0.009364,0.009364,0.016126,0.963739,33038140663.32702,0.253359,0.528776,0.366645,0.258607,0.468364,0.0,0.340457,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLU"": 2.5, ""XLV"": 2.5}"
BTC-USD + DBC + XLP + XLE,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.193185,-0.190808,-0.178921,-0.025448,-0.024165,0.373135,0.357264,1.673272,1.694047,-0.000273,-0.000189,0.162454,0.249964,0.760965,0.753888,5.794873,6.229413,5.040234,8.4e-05,-0.087511,0.007077,0.007077,0.020775,1.241556,33038140663.32702,0.228236,0.562851,0.33135,0.247822,0.475845,0.0,0.331089,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLP"": 2.5, ""XLE"": 2.5}"
BTC-USD + DBC + XLP + IEF,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191041,-0.190808,-0.180153,-0.025448,-0.023809,0.373135,0.350612,1.673272,1.678237,-0.000273,-0.000163,0.162454,0.249331,0.760965,0.73966,6.840223,5.584226,6.43948,0.000111,-0.086877,0.021305,0.021305,0.004964,0.296683,33038140663.32702,0.281906,0.551966,0.346594,0.314923,0.450401,0.0,0.354912,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLP"": 2.5, ""IEF"": 2.5}"
BTC-USD + DBC + XLP + TLT,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.190969,-0.190808,-0.181005,-0.025448,-0.023773,0.373135,0.34986,1.673272,1.674927,-0.000273,-0.000175,0.162454,0.250508,0.760965,0.739771,6.875288,5.137609,6.579254,9.8e-05,-0.088054,0.021194,0.021194,0.001655,0.0989,33038140663.32702,0.287267,0.544431,0.339448,0.314398,0.445075,0.0,0.353267,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLP"": 2.5, ""TLT"": 2.5}"
BTC-USD + DBC + XLP + SHY,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191112,-0.190808,-0.178616,-0.025448,-0.023826,0.373135,0.351029,1.673272,1.67979,-0.000273,-0.00016,0.162454,0.249378,0.760965,0.739856,6.805552,6.389469,6.374662,0.000113,-0.086924,0.02111,0.02111,0.006518,0.389512,33038140663.32702,0.27942,0.565551,0.347959,0.314001,0.452901,0.0,0.357189,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLP"": 2.5, ""SHY"": 2.5}"
BTC-USD + DBC + XLP + XLV,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.19223,-0.190808,-0.180689,-0.025448,-0.024017,0.373135,0.353295,1.673272,1.681814,-0.000273,-0.000146,0.162454,0.258517,0.760965,0.751259,6.260582,5.303263,5.624056,0.000127,-0.096063,0.009706,0.009706,0.008542,0.510483,33038140663.32702,0.250629,0.547226,0.356007,0.26022,0.456158,0.0,0.340005,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLP"": 2.5, ""XLV"": 2.5}"
BTC-USD + DBC + XLE + IEF,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.192353,-0.190808,-0.177655,-0.025448,-0.02401,0.373135,0.354216,1.673272,1.685527,-0.000273,-0.000159,0.162454,0.247314,0.760965,0.74525,6.200648,6.893106,5.648012,0.000114,-0.084861,0.015716,0.015716,0.012255,0.732404,33038140663.32702,0.251548,0.574048,0.348326,0.288562,0.462134,0.0,0.347586,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLE"": 2.5, ""IEF"": 2.5}"
BTC-USD + DBC + XLE + TLT,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.192269,-0.190808,-0.17851,-0.025448,-0.023972,0.373135,0.353465,1.673272,1.682358,-0.000273,-0.000172,0.162454,0.248481,0.760965,0.745361,6.241742,6.445291,5.79996,0.000101,-0.086027,0.015604,0.015604,0.009086,0.54301,33038140663.32702,0.257376,0.566493,0.34118,0.288037,0.457034,0.0,0.346123,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLE"": 2.5, ""TLT"": 2.5}"
BTC-USD + DBC + XLE + SHY,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.192434,-0.190808,-0.176114,-0.025448,-0.024028,0.373135,0.354631,1.673272,1.686973,-0.000273,-0.000157,0.162454,0.247362,0.760965,0.745445,6.161198,7.700831,5.580561,0.000116,-0.084909,0.01552,0.01552,0.013701,0.818817,33038140663.32702,0.248961,0.587675,0.349691,0.28764,0.464461,0.0,0.34982,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLE"": 2.5, ""SHY"": 2.5}"
BTC-USD + DBC + XLE + XLV,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.193541,-0.190808,-0.178192,-0.025448,-0.024212,0.373135,0.356904,1.673272,1.68907,-0.000273,-0.000143,0.162454,0.256441,0.760965,0.756849,5.62143,6.611811,4.857429,0.00013,-0.093987,0.004117,0.004117,0.015798,0.944145,33038140663.32702,0.221224,0.569302,0.357739,0.23386,0.467836,0.0,0.333006,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""XLE"": 2.5, ""XLV"": 2.5}"
BTC-USD + DBC + IEF + TLT,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.190193,-0.190808,-0.179743,-0.025448,-0.023643,0.373135,0.346811,1.673272,1.665736,-0.000273,-0.000145,0.162454,0.247763,0.760965,0.731133,7.253897,5.798797,7.091285,0.000128,-0.085309,0.029833,0.029833,-0.007537,-0.45042,33038140663.32702,0.306907,0.555586,0.356424,0.355138,0.430282,0.0,0.368362,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""IEF"": 2.5, ""TLT"": 2.5}"
BTC-USD + DBC + IEF + SHY,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.190311,-0.190808,-0.17735,-0.025448,-0.023677,0.373135,0.347984,1.673272,1.670863,-0.000273,-0.00013,0.162454,0.246654,0.760965,0.731217,7.196262,7.05296,6.958892,0.000143,-0.0842,0.029748,0.029748,-0.002409,-0.143965,33038140663.32702,0.301829,0.576745,0.364935,0.354741,0.438535,0.0,0.373304,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""IEF"": 2.5, ""SHY"": 2.5}"
BTC-USD + DBC + IEF + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191396,-0.190808,-0.179424,-0.025448,-0.023857,0.373135,0.350255,1.673272,1.673253,-0.000273,-0.000116,0.162454,0.255792,0.760965,0.742621,6.667004,5.965965,6.249914,0.000157,-0.093338,0.018345,0.018345,-1.9e-05,-0.001152,33038140663.32702,0.274635,0.558406,0.372983,0.300961,0.442381,0.0,0.356734,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""IEF"": 2.5, ""XLV"": 2.5}"
BTC-USD + DBC + TLT + SHY,bond|commodity_energy|crypto,PASS,PASS,10.0,,,,,4,0.205068,0.190238,-0.190808,-0.178205,-0.025448,-0.023651,0.373135,0.347233,1.673272,1.667562,-0.000273,-0.000143,0.162454,0.247825,0.760965,0.731328,7.23211,6.604901,7.061088,0.00013,-0.085371,0.029637,0.029637,-0.00571,-0.341273,33038140663.32702,0.305749,0.569186,0.357789,0.354216,0.433222,0.0,0.371151,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""TLT"": 2.5, ""SHY"": 2.5}"
BTC-USD + DBC + TLT + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191326,-0.190808,-0.180277,-0.025448,-0.023826,0.373135,0.349502,1.673272,1.66994,-0.000273,-0.000129,0.162454,0.256961,0.760965,0.742732,6.701617,5.519147,6.371218,0.000145,-0.094508,0.018233,0.018233,-0.003333,-0.199165,33038140663.32702,0.279288,0.550868,0.365837,0.300436,0.437048,0.0,0.35484,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""TLT"": 2.5, ""XLV"": 2.5}"
BTC-USD + DBC + SHY + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191467,-0.190808,-0.177886,-0.025448,-0.023873,0.373135,0.350671,1.673272,1.67481,-0.000273,-0.000113,0.162454,0.255837,0.760965,0.742816,6.632569,6.771901,6.188945,0.00016,-0.093383,0.018149,0.018149,0.001537,0.091865,33038140663.32702,0.272296,0.572003,0.374347,0.300039,0.444885,0.0,0.359066,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""DBC"": 2.5, ""SHY"": 2.5, ""XLV"": 2.5}"
BTC-USD + XLU + XLP + XLE,commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.192838,-0.190808,-0.182381,-0.025448,-0.024069,0.373135,0.357887,1.673272,1.700323,-0.000273,-0.000138,0.162454,0.253693,0.760965,0.757652,5.963965,4.416335,5.418347,0.000135,-0.09124,0.003314,0.003314,0.027051,1.616623,1652371122214.9956,0.242739,0.532262,0.360326,0.230073,0.485945,0.137726,0.341964,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""XLU"": 2.5, ""XLP"": 2.5, ""XLE"": 2.5}"
BTC-USD + XLU + XLP + IEF,bond|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.19077,-0.190808,-0.183708,-0.025448,-0.023736,0.373135,0.351212,1.673272,1.683768,-0.000273,-0.000111,0.162454,0.252974,0.760965,0.743424,6.97265,3.72072,6.726733,0.000162,-0.09052,0.017542,0.017542,0.010495,0.627225,1255579678910.7893,0.292924,0.520527,0.37557,0.297174,0.459302,0.103979,0.362589,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""XLU"": 2.5, ""XLP"": 2.5, ""IEF"": 2.5}"
BTC-USD + XLU + XLP + TLT,bond|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.190714,-0.190808,-0.184524,-0.025448,-0.023704,0.373135,0.350455,1.673272,1.680288,-0.000273,-0.000124,0.162454,0.254128,0.760965,0.743535,6.999737,3.293276,6.853749,0.000149,-0.091674,0.017431,0.017431,0.007015,0.419247,1652371122214.9956,0.297796,0.513315,0.368424,0.296649,0.453701,0.137726,0.362498,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""XLU"": 2.5, ""XLP"": 2.5, ""TLT"": 2.5}"
BTC-USD + XLU + XLP + SHY,bond|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.190829,-0.190808,-0.182224,-0.025448,-0.023749,0.373135,0.351631,1.673272,1.685443,-0.000273,-0.000109,0.162454,0.253032,0.760965,0.743619,6.943745,4.498445,6.675263,0.000164,-0.090579,0.017346,0.017346,0.01217,0.727326,534241832039.15826,0.29095,0.533648,0.376934,0.296252,0.461998,0.042628,0.361905,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""XLU"": 2.5, ""XLP"": 2.5, ""SHY"": 2.5}"
BTC-USD + XLU + XLE + IEF,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.19198,-0.190808,-0.18116,-0.025448,-0.023906,0.373135,0.354844,1.673272,1.692071,-0.000273,-0.000108,0.162454,0.251044,0.760965,0.749013,6.382472,5.055993,6.057216,0.000165,-0.08859,0.011952,0.011952,0.018799,1.123481,1255579678910.7893,0.267244,0.543054,0.377302,0.270813,0.472666,0.103979,0.357153,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""XLU"": 2.5, ""XLE"": 2.5, ""IEF"": 2.5}"
BTC-USD + XLU + XLE + TLT,bond|commodity_energy|crypto|defensive,PASS,PASS,10.0,,,,,4,0.205068,0.191912,-0.190808,-0.181978,-0.025448,-0.023869,0.373135,0.354088,1.673272,1.688733,-0.000273,-0.000121,0.162454,0.252189,0.760965,0.749124,6.415669,4.627376,6.202673,0.000152,-0.089735,0.011841,0.011841,0.01546,0.92395,1652371122214.9956,0.272823,0.535823,0.370156,0.270288,0.467292,0.137726,0.357328,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 17.7039, ""NVDA"": 17.7039, ""AVGO"": 9.0566, ""XOM"": 10.1277, ""011200.KS"": 17.7039, ""207940.KS"": 17.7039, ""BTC-USD"": 2.5, ""XLU"": 2.5, ""XLE"": 2.5, ""TLT"": 2.5}"
