candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
BTC-USD + USO + XLE + IEF,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.183139,-0.190808,-0.168964,-0.025448,-0.023236,0.373135,0.341098,1.673272,1.698697,-0.000273,4.2e-05,0.162454,0.326713,0.760965,0.735036,10.693608,11.448127,8.690159,0.000316,-0.16426,0.025929,0.025929,0.025425,1.519477,1255579678910.7893,0.368235,0.650895,0.462568,0.33673,0.483329,0.103979,0.43878,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""XLE"": 5.0, ""IEF"": 5.0}"
BTC-USD + USO + XLE + TLT,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.182957,-0.190808,-0.171076,-0.025448,-0.023167,0.373135,0.339611,1.673272,1.692258,-0.000273,1.7e-05,0.162454,0.329202,0.760965,0.735259,10.782229,10.341381,8.9621,0.00029,-0.166748,0.025707,0.025707,0.018986,1.134641,1970411033369.56,0.378666,0.632223,0.448275,0.33568,0.472966,0.164776,0.437736,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""XLE"": 5.0, ""TLT"": 5.0}"
BTC-USD + USO + XLE + SHY,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.183347,-0.190808,-0.166671,-0.025448,-0.02327,0.373135,0.34191,1.673272,1.701196,-0.000273,4.7e-05,0.162454,0.32659,0.760965,0.735427,10.592049,12.649717,8.557943,0.00032,-0.164137,0.025538,0.025538,0.027923,1.668785,534241832039.15826,0.363164,0.671167,0.465296,0.334886,0.48735,0.042628,0.438755,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""XLE"": 5.0, ""SHY"": 5.0}"
BTC-USD + USO + XLE + XLV,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.185643,-0.190808,-0.170289,-0.025448,-0.023681,0.373135,0.346422,1.673272,1.704465,-0.000273,7.6e-05,0.162454,0.34569,0.760965,0.758234,9.472631,10.753812,6.942488,0.000349,-0.183237,0.002731,0.002731,0.031193,1.86417,1970411033369.56,0.3012,0.639182,0.481393,0.227325,0.492611,0.164776,0.409767,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""XLE"": 5.0, ""XLV"": 5.0}"
BTC-USD + USO + IEF + TLT,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.178186,-0.190808,-0.169709,-0.025448,-0.022386,0.373135,0.326563,1.673272,1.66434,-0.000273,7.1e-05,0.162454,0.330056,0.760965,0.706802,13.108869,11.057683,12.029855,0.000344,-0.167602,0.054163,0.054163,-0.008932,-0.53382,1255579678910.7893,0.496335,0.644308,0.478763,0.469881,0.428037,0.103979,0.493322,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""IEF"": 5.0, ""TLT"": 5.0}"
BTC-USD + USO + IEF + SHY,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.178379,-0.190808,-0.165025,-0.025448,-0.02245,0.373135,0.328888,1.673272,1.675584,-0.000273,0.000101,0.162454,0.327485,0.760965,0.706971,13.015077,13.512626,11.781706,0.000374,-0.165032,0.053995,0.053995,0.002311,0.13813,534241832039.15826,0.486817,0.685725,0.495785,0.469088,0.446131,0.042628,0.500341,"MDD 개선, Stress 방어, CVaR 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""IEF"": 5.0, ""SHY"": 5.0}"
BTC-USD + USO + IEF + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.180594,-0.190808,-0.169466,-0.025448,-0.022826,0.373135,0.333391,1.673272,1.679965,-0.000273,0.00013,0.162454,0.346985,0.760965,0.729778,11.934783,11.184844,10.304058,0.000403,-0.184532,0.031187,0.031187,0.006692,0.399959,1255579678910.7893,0.430139,0.646453,0.511881,0.361527,0.453182,0.103979,0.468885,"MDD 개선, Stress 방어, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""IEF"": 5.0, ""XLV"": 5.0}"
BTC-USD + USO + TLT + SHY,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.178242,-0.190808,-0.16669,-0.025448,-0.022402,0.373135,0.327403,1.673272,1.668537,-0.000273,7.6e-05,0.162454,0.330001,0.760965,0.707193,13.081785,12.639967,11.970424,0.000349,-0.167547,0.053772,0.053772,-0.004735,-0.282977,534241832039.15826,0.494056,0.671003,0.481492,0.468038,0.434791,0.042628,0.495833,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""TLT"": 5.0, ""SHY"": 5.0}"
BTC-USD + USO + TLT + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.180468,-0.190808,-0.171121,-0.025448,-0.022762,0.373135,0.331899,1.673272,1.67287,-0.000273,0.000104,0.162454,0.349492,0.760965,0.730001,11.996298,10.317288,10.555736,0.000378,-0.187038,0.030965,0.030965,-0.000402,-0.024027,1970411033369.56,0.439793,0.631817,0.497589,0.360477,0.441765,0.164776,0.468272,"MDD 개선, Stress 방어, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""TLT"": 5.0, ""XLV"": 5.0}"
BTC-USD + USO + SHY + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.18076,-0.190808,-0.16645,-0.025448,-0.02287,0.373135,0.33421,1.673272,1.682949,-0.000273,0.000134,0.162454,0.346839,0.760965,0.730169,11.853878,12.765619,10.130123,0.000408,-0.184386,0.030796,0.030796,0.009677,0.578298,534241832039.15826,0.423468,0.673123,0.51461,0.359683,0.457984,0.042628,0.469658,"MDD 개선, Stress 방어, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""USO"": 5.0, ""SHY"": 5.0, ""XLV"": 5.0}"
BTC-USD + DBC + XLU + XLP,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.180439,-0.190808,-0.176416,-0.025448,-0.022794,0.373135,0.336808,1.673272,1.700348,-0.000273,-7.4e-05,0.162454,0.348917,0.760965,0.736316,12.010547,7.542589,10.42686,0.000199,-0.186464,0.024649,0.024649,0.027076,1.61812,33038140663.32702,0.434849,0.585005,0.396502,0.330693,0.485985,0.0,0.430167,"MDD 개선, Sharpe 개선, CVaR 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLU"": 5.0, ""XLP"": 5.0}"
BTC-USD + DBC + XLU + XLE,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.183354,-0.190808,-0.174528,-0.025448,-0.023291,0.373135,0.343914,1.673272,1.712066,-0.000273,-6.8e-05,0.162454,0.342812,0.760965,0.747495,10.588847,8.532161,8.473536,0.000205,-0.180359,0.01347,0.01347,0.038794,2.318436,33038140663.32702,0.359926,0.6017,0.399966,0.277971,0.504844,0.0,0.404589,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLU"": 5.0, ""XLE"": 5.0}"
BTC-USD + DBC + XLU + IEF,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.17863,-0.190808,-0.173951,-0.025448,-0.022439,0.373135,0.330815,1.673272,1.684015,-0.000273,-1.4e-05,0.162454,0.343445,0.760965,0.719039,12.892578,8.834306,11.823231,0.000259,-0.180992,0.041926,0.041926,0.010743,0.642028,33038140663.32702,0.48841,0.606798,0.430454,0.412173,0.459701,0.0,0.465581,"MDD 개선, CVaR 개선, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLU"": 5.0, ""IEF"": 5.0}"
BTC-USD + DBC + XLU + TLT,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.178565,-0.190808,-0.175601,-0.025448,-0.022382,0.373135,0.329311,1.673272,1.676199,-0.000273,-4e-05,0.162454,0.345801,0.760965,0.719262,12.924026,7.969786,12.047325,0.000234,-0.183348,0.041704,0.041704,0.002927,0.174907,33038140663.32702,0.497005,0.592212,0.416162,0.411123,0.447122,0.0,0.461451,"MDD 개선, CVaR 개선, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLU"": 5.0, ""TLT"": 5.0}"
BTC-USD + DBC + XLU + SHY,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.178747,-0.190808,-0.17095,-0.025448,-0.022479,0.373135,0.331644,1.673272,1.687541,-0.000273,-1e-05,0.162454,0.34338,0.760965,0.71943,12.835194,10.407386,11.667607,0.000264,-0.180927,0.041536,0.041536,0.014269,0.852762,33038140663.32702,0.482441,0.633337,0.433183,0.410329,0.465375,0.0,0.469729,"MDD 개선, CVaR 개선, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLU"": 5.0, ""SHY"": 5.0}"
BTC-USD + DBC + XLU + XLV,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.18113,-0.190808,-0.175369,-0.025448,-0.022896,0.373135,0.336115,1.673272,1.690029,-0.000273,1.9e-05,0.162454,0.362743,0.760965,0.742237,11.673414,8.091281,10.027093,0.000292,-0.20029,0.018728,0.018728,0.016756,1.001414,33038140663.32702,0.419516,0.594262,0.44928,0.302769,0.469378,0.0,0.432754,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLU"": 5.0, ""XLV"": 5.0}"
BTC-USD + DBC + XLP + XLE,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.183212,-0.190808,-0.170114,-0.025448,-0.023295,0.373135,0.340924,1.673272,1.697069,-0.000273,-0.000106,0.162454,0.344261,0.760965,0.746811,10.658001,10.845171,8.458709,0.000167,-0.181807,0.014154,0.014154,0.023797,1.422176,33038140663.32702,0.359357,0.640723,0.37869,0.281198,0.480709,0.0,0.405848,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLP"": 5.0, ""XLE"": 5.0}"
BTC-USD + DBC + XLP + IEF,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.178497,-0.190808,-0.169418,-0.025448,-0.022483,0.373135,0.327851,1.673272,1.668658,-0.000273,-5.2e-05,0.162454,0.345177,0.760965,0.718355,12.957285,11.210104,11.65161,0.000221,-0.182723,0.042611,0.042611,-0.004614,-0.275741,33038140663.32702,0.481827,0.64688,0.409178,0.4154,0.434986,0.0,0.46489,"MDD 개선, CVaR 개선, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLP"": 5.0, ""IEF"": 5.0}"
BTC-USD + DBC + XLP + TLT,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.178408,-0.190808,-0.171144,-0.025448,-0.022425,0.373135,0.326356,1.673272,1.661115,-0.000273,-7.7e-05,0.162454,0.347648,0.760965,0.718577,13.000895,10.305361,11.878488,0.000196,-0.185194,0.042388,0.042388,-0.012158,-0.726573,33038140663.32702,0.490529,0.631616,0.394886,0.41435,0.422846,0.0,0.460705,"MDD 개선, CVaR 개선, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLP"": 5.0, ""TLT"": 5.0}"
BTC-USD + DBC + XLP + SHY,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.178636,-0.190808,-0.166306,-0.025448,-0.022519,0.373135,0.328672,1.673272,1.671958,-0.000273,-4.7e-05,0.162454,0.345052,0.760965,0.718746,12.889418,12.840771,11.507816,0.000226,-0.182599,0.04222,0.04222,-0.001315,-0.078578,33038140663.32702,0.476311,0.674391,0.411907,0.413556,0.440296,0.0,0.469354,"MDD 개선, CVaR 개선, Sharpe 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLP"": 5.0, ""SHY"": 5.0}"
BTC-USD + DBC + XLP + XLV,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.181012,-0.190808,-0.17054,-0.025448,-0.022927,0.373135,0.333135,1.673272,1.674671,-0.000273,-1.9e-05,0.162454,0.364418,0.760965,0.741553,11.730982,10.621895,9.907067,0.000255,-0.201965,0.019412,0.019412,0.001399,0.083608,33038140663.32702,0.414912,0.636956,0.428003,0.305995,0.444663,0.0,0.433277,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLP"": 5.0, ""XLV"": 5.0}"
BTC-USD + DBC + XLE + IEF,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.181422,-0.190808,-0.168119,-0.025448,-0.022944,0.373135,0.334915,1.673272,1.680697,-0.000273,-4.6e-05,0.162454,0.339073,0.760965,0.729534,11.5312,11.891059,9.839315,0.000227,-0.17662,0.031432,0.031432,0.007425,0.443748,33038140663.32702,0.412313,0.658368,0.412642,0.362679,0.454361,0.0,0.440216,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLE"": 5.0, ""IEF"": 5.0}"
BTC-USD + DBC + XLE + TLT,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.181279,-0.190808,-0.170297,-0.025448,-0.022877,0.373135,0.333425,1.673272,1.6738,-0.000273,-7.1e-05,0.162454,0.341493,0.760965,0.729756,11.6007,10.749425,10.102672,0.000202,-0.17904,0.031209,0.031209,0.000528,0.031536,33038140663.32702,0.422415,0.639108,0.39835,0.361629,0.443261,0.0,0.435826,"MDD 개선, Sharpe 개선, CVaR 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLE"": 5.0, ""TLT"": 5.0}"
BTC-USD + DBC + XLE + SHY,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.181602,-0.190808,-0.165725,-0.025448,-0.022988,0.373135,0.33573,1.673272,1.683517,-0.000273,-4.1e-05,0.162454,0.338963,0.760965,0.729925,11.443168,13.145356,9.666166,0.000232,-0.176509,0.031041,0.031041,0.010244,0.612222,33038140663.32702,0.405672,0.679529,0.415371,0.360835,0.458898,0.0,0.442938,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLE"": 5.0, ""SHY"": 5.0}"
BTC-USD + DBC + XLE + XLV,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.183927,-0.190808,-0.169105,-0.025448,-0.023408,0.373135,0.34022,1.673272,1.686651,-0.000273,-1.3e-05,0.162454,0.358068,0.760965,0.752732,10.309643,11.374371,8.0141,0.000261,-0.195615,0.008233,0.008233,0.013378,0.799524,33038140663.32702,0.342304,0.649651,0.431468,0.253274,0.463942,0.0,0.407752,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""XLE"": 5.0, ""XLV"": 5.0}"
BTC-USD + DBC + IEF + TLT,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.17685,-0.190808,-0.168588,-0.025448,-0.02214,0.373135,0.320346,1.673272,1.641764,-0.000273,-1.7e-05,0.162454,0.341885,0.760965,0.7013,13.760562,11.644902,12.997325,0.000256,-0.179431,0.059665,0.059665,-0.031508,-1.883009,33038140663.32702,0.533444,0.654215,0.428838,0.495831,0.391705,0.0,0.49207,"MDD 개선, CVaR 개선, 노출(beta/corr) 감소","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""IEF"": 5.0, ""TLT"": 5.0}"
BTC-USD + DBC + IEF + SHY,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.176971,-0.190808,-0.163733,-0.025448,-0.022203,0.373135,0.322678,1.673272,1.653815,-0.000273,1.3e-05,0.162454,0.339411,0.760965,0.701468,13.701368,14.18965,12.751653,0.000286,-0.176958,0.059497,0.059497,-0.019458,-1.162855,33038140663.32702,0.524021,0.697147,0.445859,0.495037,0.411098,0.0,0.502622,"MDD 개선, CVaR 개선, 노출(beta/corr) 감소","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""IEF"": 5.0, ""SHY"": 5.0}"
BTC-USD + DBC + IEF + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.179211,-0.190808,-0.168059,-0.025448,-0.022579,0.373135,0.327158,1.673272,1.658144,-0.000273,4.1e-05,0.162454,0.358876,0.760965,0.724276,12.609015,11.922306,11.272601,0.000315,-0.196422,0.03669,0.03669,-0.015128,-0.904108,33038140663.32702,0.467289,0.658895,0.461956,0.387476,0.418065,0.0,0.468276,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""IEF"": 5.0, ""XLV"": 5.0}"
BTC-USD + DBC + TLT + SHY,bond|commodity_energy|crypto,PASS,PASS,20.0,,,,,4,0.205068,0.176875,-0.190808,-0.16547,-0.025448,-0.022149,0.373135,0.32119,1.673272,1.646299,-0.000273,-1.2e-05,0.162454,0.341852,0.760965,0.701691,13.748149,13.279058,12.961385,0.000261,-0.179399,0.059274,0.059274,-0.026974,-1.612028,33038140663.32702,0.532066,0.681785,0.431567,0.493987,0.399002,0.0,0.498192,"MDD 개선, CVaR 개선, 노출(beta/corr) 감소","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""TLT"": 5.0, ""SHY"": 5.0}"
BTC-USD + DBC + TLT + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.179126,-0.190808,-0.169719,-0.025448,-0.022517,0.373135,0.325663,1.673272,1.650591,-0.000273,1.6e-05,0.162454,0.361295,0.760965,0.724498,12.650803,11.052395,11.517069,0.000289,-0.198841,0.036467,0.036467,-0.022682,-1.355527,33038140663.32702,0.476666,0.644219,0.447663,0.386426,0.405909,0.0,0.464443,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""TLT"": 5.0, ""XLV"": 5.0}"
BTC-USD + DBC + SHY + XLV,bond|commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.179348,-0.190808,-0.165037,-0.025448,-0.022617,0.373135,0.32798,1.673272,1.661457,-0.000273,4.6e-05,0.162454,0.358751,0.760965,0.724667,12.542156,13.505909,11.124459,0.000319,-0.196297,0.036299,0.036299,-0.011815,-0.706119,33038140663.32702,0.461607,0.685612,0.464684,0.385632,0.423397,0.0,0.472525,"MDD 개선, Stress 방어, CVaR 개선","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""DBC"": 5.0, ""SHY"": 5.0, ""XLV"": 5.0}"
BTC-USD + XLU + XLP + XLE,commodity_energy|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.182475,-0.190808,-0.174572,-0.025448,-0.023042,0.373135,0.342156,1.673272,1.710679,-0.000273,-3e-06,0.162454,0.353634,0.760965,0.754338,11.017463,8.508945,9.454203,0.00027,-0.191181,0.006627,0.006627,0.037406,2.235519,1652371122214.9956,0.397541,0.601309,0.436641,0.245701,0.502611,0.137726,0.428447,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""XLU"": 5.0, ""XLP"": 5.0, ""XLE"": 5.0}"
BTC-USD + XLU + XLP + IEF,bond|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.17808,-0.190808,-0.177256,-0.025448,-0.02226,0.373135,0.328991,1.673272,1.678974,-0.000273,5.1e-05,0.162454,0.354065,0.760965,0.725882,13.160897,7.102314,12.52826,0.000324,-0.191612,0.035084,0.035084,0.005701,0.340738,1255579678910.7893,0.515452,0.577577,0.467129,0.379903,0.451587,0.103979,0.477698,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""XLU"": 5.0, ""XLP"": 5.0, ""IEF"": 5.0}"
BTC-USD + XLU + XLP + TLT,bond|crypto|defensive,PASS,PASS,20.0,,,,,4,0.205068,0.17806,-0.190808,-0.1789,-0.025448,-0.022226,0.373135,0.327478,1.673272,1.670657,-0.000273,2.5e-05,0.162454,0.35637,0.760965,0.726104,13.170214,6.240428,12.662011,0.000298,-0.193917,0.034861,0.034861,-0.002615,-0.156282,1652371122214.9956,0.520583,0.563037,0.452837,0.378853,0.438203,0.137726,0.473971,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 15.7368, ""NVDA"": 15.7368, ""AVGO"": 8.0503, ""XOM"": 9.0024, ""011200.KS"": 15.7368, ""207940.KS"": 15.7368, ""BTC-USD"": 5.0, ""XLU"": 5.0, ""XLP"": 5.0, ""TLT"": 5.0}"
