candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
XLU + XLE,commodity_energy|defensive,FAIL,FAIL: beta/corr 감소 미달,20.0,2000000.0,1931694.455903,68305.544097,"{""XLU"": 14, ""XLE"": 12}",2,0.356086,0.3157,-0.345884,-0.295916,-0.05089,-0.045244,0.285314,0.28621,0.717,0.811561,-0.000878,-0.000857,0.144387,0.174356,0.515375,0.536007,11.341728,14.446539,11.095389,2.2e-05,-0.029969,-0.020632,-0.020632,0.094561,13.188462,1652371122214.9956,0.012406,0.528725,0.43337,0.060454,0.702204,0.327885,0.289421,"Sharpe 개선, MDD 개선, Stress 방어","{""USO"": 83.3333, ""XLU"": 7.955, ""XLE"": 8.1425, ""__CASH__"": 0.5692}"
XLU + IEF,bond|defensive,PASS,PASS,20.0,2000000.0,1943234.534924,56765.465076,"{""XLU"": 14, ""IEF"": 7}",2,0.356086,0.301336,-0.345884,-0.289176,-0.05089,-0.043018,0.285314,0.266766,0.717,0.785721,-0.000878,-0.00075,0.144387,0.174925,0.515375,0.489163,15.375726,16.394975,15.469781,0.000129,-0.030538,0.026213,0.026213,0.068721,9.584578,1255579678910.7893,0.862387,0.821116,0.743933,0.622766,0.468689,0.247542,0.736368,"CVaR 개선, MDD 개선, Stress 방어","{""USO"": 83.3333, ""XLU"": 7.955, ""IEF"": 8.2386, ""__CASH__"": 0.473}"
XLU + TLT,bond|defensive,PASS,PASS,20.0,2000000.0,1859583.979427,140416.020573,"{""XLU"": 14, ""TLT"": 7}",2,0.356086,0.300265,-0.345884,-0.290069,-0.05089,-0.042816,0.285314,0.262614,0.717,0.774695,-0.000878,-0.0008,0.144387,0.175825,0.515375,0.488238,15.676316,16.136938,15.866025,7.8e-05,-0.031438,0.027137,0.027137,0.057696,8.046823,1652371122214.9956,0.93938,0.782394,0.597757,0.633863,0.36905,0.327885,0.721499,"CVaR 개선, MDD 개선, 노출(beta/corr) 감소","{""USO"": 83.3333, ""XLU"": 7.955, ""TLT"": 7.5415, ""__CASH__"": 1.1701}"
XLU + SHY,bond|defensive,PASS,PASS,20.0,2000000.0,1923727.786124,76272.213876,"{""XLU"": 14, ""SHY"": 8}",2,0.356086,0.30206,-0.345884,-0.289819,-0.05089,-0.043167,0.285314,0.268923,0.717,0.79098,-0.000878,-0.000735,0.144387,0.174815,0.515375,0.489511,15.1724,16.209303,15.175943,0.000144,-0.030427,0.025865,0.025865,0.073981,10.318114,534241832039.15826,0.805292,0.793253,0.788242,0.618587,0.516219,0.101485,0.716706,"CVaR 개선, MDD 개선, Stress 방어","{""USO"": 83.3333, ""XLU"": 7.955, ""SHY"": 8.0761, ""__CASH__"": 0.6356}"
XLU + ETH-USD,crypto|defensive,FAIL,FAIL: 예산 부족 - ETH-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
XLP + XLE,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달; beta/corr 감소 미달,20.0,2000000.0,1855834.901154,144165.098846,"{""XLP"": 7, ""XLE"": 12}",2,0.356086,0.315025,-0.345884,-0.293407,-0.05089,-0.045056,0.285314,0.281198,0.717,0.797389,-0.000878,-0.000907,0.144387,0.172161,0.515375,0.531217,11.531213,15.171882,11.464656,-2.8e-05,-0.027774,-0.015842,-0.015842,0.08039,11.211942,2488623226120.116,0.084158,0.637573,0.28777,0.117953,0.574135,0.497211,0.308593,"MDD 개선, Sharpe 개선, 유동성 양호","{""USO"": 83.3333, ""XLP"": 7.3228, ""XLE"": 8.1425, ""__CASH__"": 1.2014}"
XLP + IEF,bond|defensive,PASS,PASS,20.0,2000000.0,1867374.980175,132625.019825,"{""XLP"": 7, ""IEF"": 7}",2,0.356086,0.300664,-0.345884,-0.287506,-0.05089,-0.042852,0.285314,0.261815,0.717,0.77101,-0.000878,-0.0008,0.144387,0.172717,0.515375,0.484373,15.564418,16.877864,15.795955,7.8e-05,-0.02833,0.031003,0.031003,0.054011,7.53286,1255579678910.7893,0.925765,0.893581,0.598333,0.680265,0.335748,0.247542,0.736379,"CVaR 개선, MDD 개선, 노출(beta/corr) 감소","{""USO"": 83.3333, ""XLP"": 7.3228, ""IEF"": 8.2386, ""__CASH__"": 1.1052}"
XLP + TLT,bond|defensive,PASS,PASS,20.0,2000000.0,1783724.424678,216275.575322,"{""XLP"": 7, ""TLT"": 7}",2,0.356086,0.299558,-0.345884,-0.288397,-0.05089,-0.042657,0.285314,0.257692,0.717,0.760093,-0.000878,-0.00085,0.144387,0.173625,0.515375,0.483448,15.875035,16.620316,16.178003,2.8e-05,-0.029238,0.031927,0.031927,0.043094,6.010279,2488623226120.116,1.0,0.854932,0.452157,0.691362,0.237092,0.497211,0.729124,"CVaR 개선, MDD 개선, 노출(beta/corr) 감소","{""USO"": 83.3333, ""XLP"": 7.3228, ""TLT"": 7.5415, ""__CASH__"": 1.8023}"
XLP + SHY,bond|defensive,PASS,PASS,20.0,2000000.0,1847868.231375,152131.768625,"{""XLP"": 7, ""SHY"": 8}",2,0.356086,0.301423,-0.345884,-0.28816,-0.05089,-0.043008,0.285314,0.263951,0.717,0.776156,-0.000878,-0.000785,0.144387,0.172602,0.515375,0.484721,15.351231,16.688777,15.488781,9.4e-05,-0.028215,0.030655,0.030655,0.059157,8.250594,534241832039.15826,0.866079,0.865205,0.642643,0.676086,0.382253,0.101485,0.715605,"CVaR 개선, MDD 개선, 노출(beta/corr) 감소","{""USO"": 83.3333, ""XLP"": 7.3228, ""SHY"": 8.0761, ""__CASH__"": 1.2678}"
XLP + ETH-USD,crypto|defensive,FAIL,FAIL: 예산 부족 - ETH-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
XLE + IEF,bond|commodity_energy,PASS,PASS,20.0,2000000.0,1965728.738029,34271.261971,"{""XLE"": 12, ""IEF"": 7}",2,0.356086,0.313987,-0.345884,-0.294258,-0.05089,-0.044886,0.285314,0.272776,0.717,0.773205,-0.000878,-0.000832,0.144387,0.171588,0.515375,0.508401,11.822816,14.925818,11.797667,4.7e-05,-0.027201,0.006974,0.006974,0.056205,7.838938,1255579678910.7893,0.148865,0.600648,0.505359,0.391827,0.35558,0.247542,0.360422,"MDD 개선, Stress 방어, 노출(beta/corr) 감소","{""USO"": 83.3333, ""XLE"": 8.1425, ""IEF"": 8.2386, ""__CASH__"": 0.2856}"
XLE + TLT,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1882078.182532,117921.817468,"{""XLE"": 12, ""TLT"": 7}",2,0.356086,0.312861,-0.345884,-0.295113,-0.05089,-0.044668,0.285314,0.268645,0.717,0.762781,-0.000878,-0.000882,0.144387,0.17246,0.515375,0.507477,12.138941,14.67864,12.226163,-4e-06,-0.028073,0.007898,0.007898,0.045781,6.385094,3906806842509.893,0.232125,0.563555,0.359183,0.402924,0.261378,0.784367,0.37144,"유동성 양호, MDD 개선, 노출(beta/corr) 감소","{""USO"": 83.3333, ""XLE"": 8.1425, ""TLT"": 7.5415, ""__CASH__"": 0.9827}"
XLE + SHY,bond|commodity_energy,PASS,PASS,20.0,2000000.0,1946221.989229,53778.010771,"{""XLE"": 12, ""SHY"": 8}",2,0.356086,0.31478,-0.345884,-0.294931,-0.05089,-0.045068,0.285314,0.274904,0.717,0.778018,-0.000878,-0.000817,0.144387,0.171476,0.515375,0.50875,11.600232,14.731116,11.440195,6.2e-05,-0.027088,0.006626,0.006626,0.061018,8.510199,534241832039.15826,0.079405,0.57143,0.549668,0.387649,0.399075,0.101485,0.335758,"MDD 개선, Stress 방어, Sharpe 개선","{""USO"": 83.3333, ""XLE"": 8.1425, ""SHY"": 8.0761, ""__CASH__"": 0.4482}"
XLE + XLV,commodity_energy|defensive,FAIL,FAIL: beta/corr 감소 미달,20.0,2000000.0,1874228.598591,125771.401409,"{""XLE"": 12, ""XLV"": 4}",2,0.356086,0.314849,-0.345884,-0.293515,-0.05089,-0.045149,0.285314,0.28074,0.717,0.796381,-0.000878,-0.000784,0.144387,0.180754,0.515375,0.541043,11.580772,15.140524,11.281113,9.5e-05,-0.036367,-0.025668,-0.025668,0.079382,11.07138,2989320532229.1396,0.048494,0.632868,0.645128,0.0,0.565027,0.598593,0.359004,"Stress 방어, MDD 개선, 유동성 양호","{""USO"": 83.3333, ""XLE"": 8.1425, ""XLV"": 7.4761, ""__CASH__"": 1.0481}"
XLE + ETH-USD,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - ETH-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
IEF + XLV,bond|defensive,PASS,PASS,20.0,2000000.0,1885768.677613,114231.322387,"{""IEF"": 7, ""XLV"": 4}",2,0.356086,0.300442,-0.345884,-0.287386,-0.05089,-0.042893,0.285314,0.261378,0.717,0.770126,-0.000878,-0.000677,0.144387,0.181491,0.515375,0.494199,15.626631,16.912479,15.713617,0.000201,-0.037103,0.021176,0.021176,0.053127,7.409611,1255579678910.7893,0.909766,0.898775,0.955691,0.562312,0.327762,0.247542,0.790696,"Stress 방어, CVaR 개선, MDD 개선","{""USO"": 83.3333, ""IEF"": 8.2386, ""XLV"": 7.4761, ""__CASH__"": 0.9519}"
IEF + ETH-USD,bond|crypto,FAIL,FAIL: 예산 부족 - ETH-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
